nct_id,overall_status,number_of_arms,intervention_count,has_multiple_intervention_types,log_enrollment,log_duration,high_enroll_flag_975,high_enroll_flag_99,has_dmc,has_expanded_access,healthy_volunteers,is_fda_regulated_drug,is_fda_regulated_device,phase_grouped,intervention_grouped,condt_grouped,allocation_grouped,masking_grouped,model_grouped,purpose_grouped,sponsor_grouped,elig_gender_grouped,elig_age_grouped
NCT04682873,1,2.0,1,0,6.385194398997726,5.755742213586912,0,0,0,0,0.0,0,0,3,drug,infectious_diseases,randomized,quadruple,parallel,treatment,Industry,all,mixed
NCT02956811,1,2.0,1,0,4.204692619390966,6.656726524178391,0,0,0,0,0.0,0,0,4,drug,Multiple,randomized,quadruple,parallel,treatment,Multiple,all,mixed
NCT02556632,1,3.0,3,1,5.2574953720277815,5.869296913133774,0,0,1,0,0.0,-1,-1,2,Multiple,Multiple,randomized,triple,parallel,supportive_care,Multiple,female,adult
NCT05599828,1,1.0,1,0,2.70805020110221,4.07753744390572,0,0,-1,0,1.0,1,0,1,drug,,non_randomized,unknown,single_group,research,Industry,all,adult
NCT00689962,1,2.0,1,0,3.9318256327243257,7.980365765111246,0,0,1,0,1.0,-1,-1,4,device,musculoskeletal_disorders,randomized,unknown,parallel,treatment,Other,all,mixed
NCT06215898,1,2.0,1,0,3.713572066704308,5.0369526024136295,0,0,0,0,0.0,0,0,not applicable,other,neurological_disorders,non_randomized,unknown,parallel,supportive_care,Other,all,mixed
NCT05275166,0,2.0,2,1,0.0,6.82001636467413,0,0,0,0,1.0,0,0,not applicable,Multiple,mental_disorders,non_randomized,unknown,parallel,research,Other,male,adult
NCT02174211,1,3.0,1,0,4.0943445622221,7.773173680482536,0,0,0,0,0.0,-1,-1,not applicable,drug,opthamological_disorders,non_randomized,unknown,parallel,treatment,Other,all,adult
NCT02019940,1,1.0,1,0,2.9444389791664403,7.692569648067906,0,0,0,0,0.0,-1,-1,1,drug,mental_disorders,non_randomized,unknown,single_group,treatment,Multiple,all,mixed
NCT04860258,0,1.0,1,0,4.867534450455582,5.030437921392435,0,0,1,0,0.0,0,0,3,biological,Multiple,non_randomized,unknown,single_group,prevention,Industry,all,adult
NCT00263081,0,2.0,1,0,3.80666248977032,6.186208623900494,0,0,0,0,0.0,-1,-1,3,drug,cardiovascular_diseases,randomized,quadruple,parallel,treatment,Industry,all,mixed
NCT02846220,1,2.0,1,0,3.610917912644224,7.063903961472068,0,0,1,0,0.0,-1,-1,not applicable,behavioral,cardiovascular_diseases,randomized,unknown,parallel,treatment,Multiple,all,adult
NCT00938925,0,2.0,1,0,0.0,7.904334842085095,0,0,1,0,0.0,-1,-1,not applicable,procedure,dermatological_disorders,,,,,Other,all,adult
NCT04283656,1,3.0,2,1,2.19722457733622,5.8888779583328805,0,0,1,0,1.0,1,0,1,Multiple,Multiple,randomized,unknown,crossover,treatment,Other,female,adult
NCT03467425,1,2.0,1,0,8.04237800517328,6.306275286948016,1,0,0,0,0.0,0,0,4,drug,respiratory_disorders,randomized,unknown,parallel,treatment,Industry,all,adult
NCT03257592,0,3.0,1,0,3.58351893845611,7.937731775260109,0,0,0,0,1.0,-1,-1,1,drug,mental_disorders,non_randomized,unknown,parallel,diagnostic,Other,all,adult
NCT05711706,1,2.0,1,0,4.110873864173311,5.159055299214529,0,0,0,0,1.0,0,0,not applicable,other,Multiple,randomized,single,parallel,supportive_care,Other,all,mixed
NCT05788185,0,6.0,1,0,3.218875824868201,5.214935757608986,0,0,1,0,1.0,0,0,1,biological,Multiple,randomized,unknown,parallel,prevention,Other,all,adult
NCT00908388,1,1.0,1,0,3.9318256327243257,7.897668150726906,0,0,1,0,0.0,-1,-1,not applicable,device,cardiovascular_diseases,non_randomized,unknown,single_group,treatment,Industry,all,mixed
NCT05008328,0,2.0,2,1,1.791759469228055,6.194405391104672,0,0,0,0,0.0,0,0,not applicable,Multiple,others,randomized,unknown,parallel,supportive_care,Other,all,adult
NCT02346799,1,5.0,1,0,7.902117546276448,5.983936280687191,1,0,0,0,1.0,-1,-1,not applicable,behavioral,others,randomized,single,parallel,other,Other,all,adult
NCT02433093,1,7.0,1,0,4.04305126783455,5.0369526024136295,0,0,-1,0,1.0,-1,-1,1,drug,others,randomized,double,parallel,other,Industry,all,adult
NCT00996489,1,1.0,1,0,6.131226489483141,7.957177323459475,0,0,-1,0,0.0,-1,-1,not applicable,device,mental_disorders,non_randomized,unknown,single_group,treatment,Industry,female,adult
NCT03538548,1,1.0,1,0,4.23410650459726,7.822845290279774,0,0,1,0,0.0,0,0,not applicable,behavioral,others,non_randomized,unknown,single_group,treatment,Multiple,all,adult
NCT05424211,1,2.0,1,0,4.394449154672439,5.981414211254481,0,0,0,0,0.0,0,0,not applicable,device,Multiple,,,,,Other,all,adult
NCT03612596,1,2.0,1,0,3.713572066704308,7.176254532017144,0,0,0,0,1.0,0,0,not applicable,behavioral,cancers,randomized,single,parallel,other,Multiple,female,mixed
NCT03244059,1,2.0,2,1,2.8903717578961645,7.194436851100335,0,0,1,0,0.0,1,0,2,Multiple,respiratory_disorders,randomized,quadruple,parallel,treatment,Multiple,all,mixed
NCT01741272,1,2.0,1,0,5.247024072160486,8.22817689595132,0,0,0,0,0.0,-1,-1,4,procedure,others,randomized,single,parallel,treatment,Other,all,mixed
NCT04363710,1,2.0,1,0,3.5263605246161616,6.26530121273771,0,0,0,0,0.0,0,0,not applicable,other,endocrine/metabolic_disorders,non_randomized,unknown,parallel,prevention,Other,all,adult
NCT04525664,1,2.0,1,0,5.932245187448011,6.459904454377535,1,1,1,0,1.0,1,0,1,drug,Multiple,non_randomized,unknown,parallel,treatment,Other,all,adult
NCT00620308,1,3.0,1,0,2.995732273553991,7.201170883281678,0,0,1,0,0.0,-1,-1,1,drug,cardiovascular_diseases,randomized,quadruple,parallel,research,Other,all,adult
NCT02732873,0,1.0,1,0,0.0,0.0,0,0,1,0,0.0,0,0,not applicable,device,others,non_randomized,unknown,single_group,treatment,Multiple,all,adult
NCT03442439,1,2.0,1,0,2.3978952727983707,5.700443573390687,0,0,1,0,1.0,0,0,not applicable,behavioral,others,randomized,double,parallel,other,Other,all,child
NCT05028114,0,3.0,1,0,4.276666119016055,5.777652323222656,0,0,0,0,1.0,0,0,1,drug,neurological_disorders,randomized,unknown,crossover,research,Industry,all,adult
NCT02883673,1,1.0,1,0,4.68213122712422,6.825460036255307,0,0,0,0,0.0,0,1,not applicable,device,others,non_randomized,unknown,single_group,treatment,Industry,female,adult
NCT02033655,1,2.0,2,1,4.663439094112067,7.389563953677635,0,0,1,0,0.0,-1,-1,not applicable,Multiple,Multiple,randomized,unknown,parallel,treatment,Other,female,adult
NCT01910909,1,1.0,1,0,4.04305126783455,7.635303886259415,0,0,-1,0,0.0,-1,-1,not applicable,radiation,cancers,non_randomized,unknown,single_group,treatment,Other,all,adult
NCT03312816,1,4.0,1,0,4.110873864173311,3.9889840465642745,0,0,0,0,1.0,0,0,not applicable,other,,randomized,double,parallel,research,Industry,all,mixed
NCT02464163,1,4.0,1,0,6.0112671744041615,5.986452005284438,0,0,1,0,1.0,-1,-1,2,biological,infectious_diseases,randomized,quadruple,parallel,prevention,Industry,all,adult
NCT04568187,1,2.0,1,0,2.772588722239781,4.812184355372417,0,0,0,0,1.0,0,1,not applicable,device,others,non_randomized,unknown,sequential,treatment,Industry,female,adult
NCT04096378,1,2.0,1,0,2.3978952727983707,3.49650756146648,0,0,0,0,1.0,0,0,not applicable,behavioral,Multiple,randomized,unknown,crossover,treatment,Other,all,mixed
NCT00719264,1,2.0,1,0,5.902633333401366,7.38770923908104,0,0,-1,0,0.0,-1,-1,2,drug,Multiple,randomized,unknown,parallel,treatment,Industry,all,adult
NCT03431623,1,2.0,1,0,5.517452896464707,6.714170529909472,0,0,0,0,0.0,-1,-1,3,biological,renal/urological_disorders,randomized,quadruple,parallel,treatment,Industry,all,adult
NCT00832234,1,1.0,1,0,4.0943445622221,7.81035268372429,0,0,0,0,0.0,-1,-1,2,drug,neurological_disorders,non_randomized,unknown,single_group,treatment,Multiple,all,adult
NCT03148717,1,2.0,2,1,5.707110264748875,5.752572638825633,0,0,-1,0,0.0,0,0,3,Multiple,others,randomized,quadruple,parallel,prevention,Other,female,adult
NCT02263235,0,3.0,2,1,4.499809670330265,7.431299675155903,0,0,0,0,0.0,-1,-1,not applicable,Multiple,Multiple,non_randomized,unknown,parallel,diagnostic,Multiple,all,mixed
NCT06276855,1,2.0,1,0,4.262679877041316,5.2574953720277815,0,0,0,0,0.0,0,0,not applicable,other,musculoskeletal_disorders,randomized,unknown,parallel,supportive_care,Other,all,adult
NCT03053102,1,1.0,1,0,2.3978952727983707,6.386879319362645,0,0,0,0,0.0,1,0,2,drug,others,non_randomized,unknown,single_group,treatment,Industry,all,adult
NCT03961997,1,3.0,1,0,2.833213344056216,4.700480365792417,0,0,0,0,1.0,1,0,1,drug,others,non_randomized,unknown,crossover,treatment,Industry,all,adult
NCT00433199,1,2.0,1,0,5.616771097666572,6.054439346269371,0,0,-1,0,0.0,-1,-1,3,drug,reproductive_health,randomized,triple,parallel,treatment,Industry,male,mixed
NCT04554043,1,11.0,1,0,4.77912349311153,5.948034989180646,0,0,0,0,1.0,0,0,1,drug,,randomized,quadruple,parallel,treatment,Industry,all,adult
